filename,file_size,file_attributes,region_count,region_id,region_shape_attributes
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_55.png,118732,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_56.png,118850,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_57.png,118343,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_58.png,119137,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_59.png,123173,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170412_152026_JABIL_QCELLS_521011165014200055_0Pa_s_A_V_cell_60.png,126909,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_154503_YINGLI_YL235P-29B_122001020499_-1200Pa_s_A_V_cell_33.png,97325,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_154835_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,97132,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_155307_YINGLI_YL235P-29B_122001020499_-2000Pa_s_A_V_cell_33.png,89787,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_23.png,101536,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_155953_YINGLI_YL235P-29B_122001020499_-2400Pa_s_A_V_cell_33.png,97785,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_160542_YINGLI_YL235P-29B_122001020499_-1600Pa_s_A_V_cell_33.png,90727,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_161104_YINGLI_YL235P-29B_122001020499_-1000Pa_s_A_V_cell_33.png,98571,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,2,"{""name"":""polygon"",""all_points_x"":[295,226,177,61,50,120,182,295],""all_points_y"":[30,40,50,60,70,80,90,30]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,3,"{""name"":""polygon"",""all_points_x"":[189,174,161,60,53,120,156,189],""all_points_y"":[35,45,55,65,75,85,95,35]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,4,"{""name"":""polygon"",""all_points_x"":[65,65,56,56],""all_points_y"":[25,35,35,25]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,5,"{""name"":""polygon"",""all_points_x"":[151,152,147,146],""all_points_y"":[40,50,50,40]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,6,"{""name"":""polygon"",""all_points_x"":[109,109,116,115],""all_points_y"":[45,55,55,45]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_25.png,91662,{},8,7,"{""name"":""polygon"",""all_points_x"":[80,86,85,81],""all_points_y"":[50,60,60,50]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,0,"{""name"":""polygon"",""all_points_x"":[42,42,50,50],""all_points_y"":[5,15,15,5]}"
20170509_161508_YINGLI_YL235P-29B_122001020499_-400Pa_s_A_V_cell_33.png,89774,{},8,1,"{""name"":""polygon"",""all_points_x"":[230,231,242,242],""all_points_y"":[10,20,20,10]}"
