Filename,Cellname,Crack,Contact,Interconnect,Corrosion
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell25.png,cell18.json,0.0,0.0,2.56e-05,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell26.png,cell19.json,0.0,0.0,0.0001538,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell27.png,cell20.json,0.0,0.0009743,0.0025126,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell28.png,cell21.json,0.0,0.0055123,0.0015896,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell29.png,cell22.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell3.png,cell23.json,0.0,0.0049482,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell30.png,cell24.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell31.png,cell25.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell32.png,cell26.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell33.png,cell27.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell34.png,cell28.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell35.png,cell29.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell4.png,cell30.json,0.0,0.0049995,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell5.png,cell31.json,0.0,0.0011281,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell6.png,cell32.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell7.png,cell33.json,0.0,0.0121526,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell8.png,cell34.json,0.0,0.0,0.0,0.0
20170505_032228_SHELL_M55_6330431490_before_s_A_V_cell9.png,cell35.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell0.png,cell36.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell1.png,cell37.json,0.0,0.0033843,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell10.png,cell38.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell11.png,cell39.json,0.0,0.0,0.0061532,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell12.png,cell40.json,0.0,0.0016665,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell13.png,cell41.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell14.png,cell42.json,0.0,0.0,0.0006666,0.0003333
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell15.png,cell43.json,0.0,0.0016665,0.0003333,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell16.png,cell44.json,0.0,0.0069224,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell17.png,cell45.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell18.png,cell46.json,0.0,0.0,0.0005897,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell19.png,cell47.json,0.0,0.0,0.0010768,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell2.png,cell48.json,0.0,0.0002307,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell20.png,cell49.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell21.png,cell50.json,0.0,0.0006666,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell22.png,cell51.json,0.0,0.0017434,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell23.png,cell52.json,0.0,0.0036919,0.0014101,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell24.png,cell53.json,0.0101528,0.0391498,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell25.png,cell54.json,0.0,0.0,0.0012563,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell26.png,cell55.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell27.png,cell56.json,0.0,0.0,0.0036919,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell28.png,cell57.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell29.png,cell58.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell3.png,cell59.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell30.png,cell60.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell31.png,cell61.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell32.png,cell62.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell33.png,cell63.json,0.0,0.0,0.0003333,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell34.png,cell64.json,0.0,0.0,0.0005897,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell35.png,cell65.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell4.png,cell66.json,0.0,0.0041021,0.0022562,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell5.png,cell67.json,0.0,0.0048457,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell6.png,cell68.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell7.png,cell69.json,0.0,0.0,0.0,2.56e-05
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell8.png,cell70.json,0.0,0.0,0.0,0.0
20170505_032848_SHELL_M55_6320427401_before_s_A_V_cell9.png,cell71.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell0.png,cell72.json,0.0004823,0.0026399,0.0042136,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell1.png,cell73.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell10.png,cell74.json,0.0,0.0021068,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell11.png,cell75.json,0.0,0.0014468,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell12.png,cell76.json,0.0,0.0002284,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell13.png,cell77.json,0.0,0.0035029,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell14.png,cell78.json,0.0,0.0,0.000863,0.0010661
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell15.png,cell79.json,0.0,0.0067266,0.0,2.54e-05
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell16.png,cell80.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell17.png,cell81.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell18.png,cell82.json,0.0,0.003706,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell19.png,cell83.json,0.0,0.0041629,0.0,5.08e-05
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell2.png,cell84.json,0.0,0.0,0.0021322,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell20.png,cell85.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell21.png,cell86.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell22.png,cell87.json,0.0,0.0,0.0010153,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell23.png,cell88.json,0.0,0.0122347,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell24.png,cell89.json,0.0,0.0002792,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell25.png,cell90.json,0.0,0.0008884,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell26.png,cell91.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell27.png,cell92.json,0.0,0.0005077,0.0004823,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell28.png,cell93.json,0.0,0.0034521,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell29.png,cell94.json,0.0,0.0022337,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell3.png,cell95.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell30.png,cell96.json,0.0,0.0073358,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell31.png,cell97.json,0.0,0.0097979,0.0001015,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell32.png,cell98.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell33.png,cell99.json,0.0,5.08e-05,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell34.png,cell100.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell35.png,cell101.json,0.0,0.0051528,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell4.png,cell102.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell5.png,cell103.json,0.0,2.54e-05,0.0009899,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell6.png,cell104.json,0.0,0.0032491,0.0011169,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell7.png,cell105.json,0.0,0.0022845,5.08e-05,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell8.png,cell106.json,0.0,0.0,0.0,0.0
20170505_033514_SHELL_M55_6330431474_before_s_A_V_cell9.png,cell107.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell0.png,cell108.json,0.0,0.0074608,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell1.png,cell109.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell10.png,cell110.json,0.0,0.000282,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell11.png,cell111.json,0.0,0.003974,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell12.png,cell112.json,0.0,0.000641,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell13.png,cell113.json,0.0,0.0005384,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell14.png,cell114.json,0.0,0.0,0.0003846,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell15.png,cell115.json,0.0,7.69e-05,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell16.png,cell116.json,0.0,0.0016665,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell17.png,cell117.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell18.png,cell118.json,0.0,0.0021023,0.0005897,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell19.png,cell119.json,0.0,0.0,0.0002051,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell2.png,cell120.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell20.png,cell121.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell21.png,cell122.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell22.png,cell123.json,0.3668855,0.0015383,0.0330479,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell23.png,cell124.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell24.png,cell125.json,0.0,0.0025382,0.0005128,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell25.png,cell126.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell26.png,cell127.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell27.png,cell128.json,0.0,0.0071531,0.0003846,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell28.png,cell129.json,0.0,0.0033074,0.0012306,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell29.png,cell130.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell3.png,cell131.json,0.0,0.0039996,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell30.png,cell132.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell31.png,cell133.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell32.png,cell134.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell33.png,cell135.json,0.0,0.0003333,0.0002051,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell34.png,cell136.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell35.png,cell137.json,0.0,0.0,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell4.png,cell138.json,0.0,0.0043842,0.0007948,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell5.png,cell139.json,0.0,0.0001026,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell6.png,cell140.json,0.0,0.0001282,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell7.png,cell141.json,0.0,0.0164086,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell8.png,cell142.json,0.0,0.0035125,0.0,0.0
20170505_042900_SHELL_M55_6330431490_After_s_A_V_cell9.png,cell143.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell0.png,cell144.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell1.png,cell145.json,0.0,5.18e-05,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell10.png,cell146.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell11.png,cell147.json,0.0,0.0,0.0084175,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell12.png,cell148.json,0.0,0.0014245,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell13.png,cell149.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell14.png,cell150.json,0.0,0.0018389,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell15.png,cell151.json,0.0,0.0,0.0008029,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell16.png,cell152.json,0.0,0.0034447,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell17.png,cell153.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell18.png,cell154.json,0.0,0.0057239,0.0009324,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell19.png,cell155.json,0.0,0.0,0.0009065,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell2.png,cell156.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell20.png,cell157.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell21.png,cell158.json,0.0,0.0019943,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell22.png,cell159.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell23.png,cell160.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell24.png,cell161.json,0.0310282,0.0239316,2.59e-05,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell25.png,cell162.json,0.0,0.0,0.0007511,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell26.png,cell163.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell27.png,cell164.json,0.0,0.0,0.0008029,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell28.png,cell165.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell29.png,cell166.json,0.0,0.0004662,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell3.png,cell167.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell30.png,cell168.json,0.0,0.0017353,0.0,7.77e-05
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell31.png,cell169.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell32.png,cell170.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell33.png,cell171.json,0.0,0.0,0.0019166,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell34.png,cell172.json,0.0,0.0,0.0011655,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell35.png,cell173.json,0.0,0.0,0.0001295,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell4.png,cell174.json,0.0,0.0049728,0.0015281,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell5.png,cell175.json,0.0,0.0050505,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell6.png,cell176.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell7.png,cell177.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell8.png,cell178.json,0.0,0.0,0.0,0.0
20170505_084506_SHELL_M55_6320427401_After_s_A_V_cell9.png,cell179.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell0.png,cell180.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell1.png,cell181.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell10.png,cell182.json,0.0,0.0,0.0018943,0.0004546
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell11.png,cell183.json,0.0,0.0,0.0,0.003334
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell12.png,cell184.json,0.0,0.000884,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell13.png,cell185.json,0.0124268,7.58e-05,0.0006567,0.0018691
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell14.png,cell186.json,0.0,0.0011619,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell15.png,cell187.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell16.png,cell188.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell17.png,cell189.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell18.png,cell190.json,0.0,0.0,0.0,0.0064154
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell19.png,cell191.json,0.0,0.0020459,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell2.png,cell192.json,0.0046979,0.0,0.0005052,0.0134623
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell20.png,cell193.json,0.0,0.0,0.0,5.05e-05
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell21.png,cell194.json,0.0031825,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell22.png,cell195.json,0.0,0.0,0.000985,0.0016165
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell23.png,cell196.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell24.png,cell197.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell25.png,cell198.json,0.0005809,0.0,0.0,0.0040412
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell26.png,cell199.json,0.0027783,0.0001515,0.000101,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell27.png,cell200.json,0.0,0.000101,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell28.png,cell201.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell29.png,cell202.json,0.0,0.0002526,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell3.png,cell203.json,0.0,0.0,0.0,0.0017428
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell30.png,cell204.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell31.png,cell205.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell32.png,cell206.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell33.png,cell207.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell34.png,cell208.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell35.png,cell209.json,0.0,0.0,0.0020459,0.0005052
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell4.png,cell210.json,0.0,0.0006062,0.0,0.0001768
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell5.png,cell211.json,0.0004041,0.0001263,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell6.png,cell212.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell7.png,cell213.json,0.0,0.000682,0.0,0.0013639
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell8.png,cell214.json,0.0,0.0,0.0,0.0
20170505_114135_SHELL_M55_6320427304_X_s_A_V_cell9.png,cell215.json,0.0,0.0,0.0,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell0.png,cell216.json,0.0,0.0,0.0019098,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell1.png,cell217.json,0.0,0.0,0.0076896,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell10.png,cell218.json,0.0,0.0,0.0116852,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell11.png,cell219.json,0.0,0.0,2.51e-05,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell12.png,cell220.json,0.0,0.0021611,0.00485,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell13.png,cell221.json,0.0,0.0040961,0.0066844,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell14.png,cell222.json,0.0,0.0008544,0.0044479,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell15.png,cell223.json,0.0,0.0,0.000201,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell16.png,cell224.json,0.0,0.0,0.0013067,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell17.png,cell225.json,0.0,0.0,0.0017339,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell18.png,cell226.json,0.0,0.0,0.006609,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell19.png,cell227.json,0.0,0.0,0.0279439,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell2.png,cell228.json,0.0,0.0,0.0136453,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell20.png,cell229.json,0.0,0.0,0.0249535,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell21.png,cell230.json,0.0173896,0.0017088,0.0158064,0.0110821
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell22.png,cell231.json,0.0,0.0,0.0195256,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell23.png,cell232.json,0.0,0.0,0.0022868,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell24.png,cell233.json,0.0,0.0,0.0080163,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell25.png,cell234.json,0.0,0.000779,0.0057546,0.0115344
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell26.png,cell235.json,0.0,0.0,0.007564,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell27.png,cell236.json,0.0,0.0,0.003694,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell28.png,cell237.json,0.0,0.0,0.0024878,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell29.png,cell238.json,0.0,0.0,0.0,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell3.png,cell239.json,0.0,0.0,0.0069106,0.0
20170505_114208_SHELL_M55_6320427304_X_s_A_V_cell30.png,cell240.json,0.0,0.0,0.0046489,0.0
